DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,DPTO,MES,fex_c_2018,RAMA4DP8_R4
5474856,1,2,1,60,52,52,1,2,2,12,1,,2,2,2,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2000000,1,,3,,12,2,,,,,1,1,1,48,,.,48,,,5,7,,1,,1,2,2,5,1,1,,,,,,,,,2,2,1,6,24,1,,2,,,,,,,,1,11,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,32,94,1,4,9499,2000000,52,06,11.600348339,
5474857,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,24,,2,,1,908500,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,450000,1,450000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,5,7,,1,,1,2,1,2,1,1,,,,,,,,,1,1,1,4,24,1,,2,,,,,,,,1,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,39,55,1,1,5511,908500,52,06,46.401393355,
5475111,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,,3,,12,2,,,,,3,1,2,56,,.,56,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,12,8,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,98,49,1,4,4921,800000,52,06,46.401393355,
5475111,1,3,1,60,52,52,2,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,7,2,,,,,3,1,2,56,,.,56,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,3,,98,49,1,4,4921,900000,52,06,46.401393355,
5475113,1,2,1,60,52,52,1,2,2,12,1,,1,2,1,1,3,,5,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,3,,,,,,,,,48,,.,48,,,9,6,,1,,1,3,1,0,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,11,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,58,84,1,2,8423,600000,52,06,37.70356613,
5475114,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,16,,1,,2,150000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,20,2,,20,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,12,3,,2,,,,,,,,3,3,20,,2,,,,1,1,2,1,2,1,2,2,1,1,2,,2,1,2,2,2,2,2,1,5,,54,97,1,3,9700,150000,52,06,11.600348339,
5475115,1,1,1,60,52,52,2,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,500000,1,,3,,10,2,,,,,3,10,2,48,,.,48,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,72,8,,2,,,,,,,,3,12,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,3,,95,16,1,4,1630,500000,52,06,46.401393355,
5475116,1,1,1,60,52,52,1,1,,,1,,1,2,1,2,36,,1,,2,450000,2,,,2,,2,,2,,2,,2,,,1,60000,2,2,,,2,,,2,,,2,,,2,,1,250000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,35,2,,35,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,9,3,,2,,,,,,,,3,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,450000,52,06,18.935783456,
5475116,1,2,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,12,2,,,,,3,1,1,56,,.,56,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,9,4,,2,,,,,,,,3,3,7,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,3,,98,49,1,4,4921,900000,52,06,18.935783456,
5479277,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,60,,1,,2,1350000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,650000,1,650000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,1,,1,2,1,6,1,1,,,,,,,,,1,1,1,2,8,1,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,1,,45,47,1,1,4774,1350000,52,06,46.401393355,
5479278,1,2,1,60,52,52,1,2,2,6,1,,1,2,1,1,3,,1,,2,908000,2,,,2,,2,,1,180000,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,48,,.,48,,,9,8,,1,,1,2,1,0,1,1,,,,,,,,,1,2,1,2,3,4,,2,,,,,,,,13,7,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,62,01,1,1,0126,908000,52,06,46.401393355,
5479279,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,8,,1,,2,450000,2,,,2,,2,,2,,2,,2,,,1,60000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,35,2,,35,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,36,3,,2,,,,,,,,3,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,54,97,1,3,9700,450000,52,06,11.600348339,
5479279,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,12,2,,,,,3,1,1,60,,.,40,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,12,1,,2,,,,,,,,1,3,8,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,4,4921,900000,52,06,11.600348339,
5479282,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,400000,1,,3,,6,2,,,,,1,1,2,48,,.,48,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,24,1,,2,,,,,,,,13,2,25,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,2,2,2,2,2,2,5,,41,47,1,4,4761,400000,52,06,30.496913869,
5479284,1,1,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,800000,1,,3,,12,2,,,,,3,1,1,60,,.,60,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,12,3,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,4,4711,800000,52,06,21.227317326,
5479284,1,2,1,60,52,52,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,2,2,,,,,3,1,2,32,2,,32,,,1,1,,1,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,3,,45,61,1,4,6190,200000,52,06,21.227317326,
5479285,1,1,1,60,52,52,1,2,2,12,1,,2,2,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1200000,1,,3,,12,2,,,,,1,1,1,48,,.,48,,,9,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,6,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,44,64,1,4,6499,1200000,52,06,23.570581727,
5479285,1,2,1,60,52,52,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1500000,1,,3,,12,2,,,,,3,3,2,56,,.,56,,,1,4,,2,,2,,,,1,,,1,,,,,,,2,2,1,2,6,1,,2,,,,,,,,1,3,7,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,3,,98,49,1,4,4921,1500000,52,06,23.570581727,
5479286,1,1,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,400000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,8,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,45,47,1,4,4792,400000,52,06,46.401393355,
5479286,1,2,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1200000,1,,3,,12,2,,,,,3,1,1,60,,.,48,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,48,4,,2,,,,,,,,3,3,3,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,4,4921,1200000,52,06,46.401393355,
5479287,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,120,,1,,2,550000,2,,,2,,2,,2,,2,,2,,,1,60000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,96,3,,2,,,,,,,,3,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,3,,54,97,1,3,9700,550000,52,06,32.553832004,
5479288,1,1,1,60,52,52,1,2,2,12,1,,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,12,2,,,,,1,1,1,54,,.,54,,,6,4,,1,,1,2,2,2,1,1,,,,,,,,,1,2,1,6,48,4,,2,,,,,,,,3,3,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,98,49,1,4,4921,900000,52,06,11.600348339,
5479289,1,1,1,60,52,52,1,2,2,12,1,,1,1,1,1,24,,2,,2,1200000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,600000,1,600000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,3,1,1,,,,,,,,,1,1,1,4,10,4,,2,,,,,,,,1,11,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,97,47,1,1,4711,1200000,52,06,46.401393355,
5480055,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,250000,1,,3,,12,2,,,,,3,10,2,24,2,,24,,,7,5,,1,,3,,,,,.,,,,,,,,,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,10,DE SU PENSION,45,47,1,4,4792,250000,52,06,11.600348339,
5480056,1,1,1,60,52,52,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,,1,,6,2,,,,,3,3,2,36,2,,20,6,,1,1,,1,,3,,,,,.,,,,,,,,,2,2,1,1,240,2,,2,,,,,,,,4,14,,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,33,69,1,4,6920,300000,52,06,11.600348339,
5480056,1,3,1,60,52,52,1,2,1,,1,,1,1,1,1,30,,2,,2,2724000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,1400000,1,2724000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,10,1,1,,,,,,,,,1,2,1,0,12,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,19,94,1,1,9499,2724000,52,06,11.600348339,
5480057,1,1,1,60,52,52,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,5000000,1,,3,,12,1,2,2,0,0,3,6,2,48,,.,48,,,2,7,,1,,1,2,2,1,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,15,73,1,5,7310,5000000,52,06,46.401393355,
5480058,1,1,1,60,52,52,1,2,2,12,1,,2,1,1,1,48,,2,,2,1800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,900000,1,900000,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,6,7,,1,,1,1,1,12,1,1,,,,,,,,,1,1,1,0,36,1,,2,,,,,,,,8,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,46,1,1,4649,1800000,52,06,11.600348339,
5480058,1,2,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,12,2,,,,,3,1,2,40,,.,40,,,1,5,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,60,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,47,1,4,4799,600000,52,06,11.600348339,
5480059,1,1,1,60,52,52,2,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,,3,,12,2,,,,,3,1,2,60,,.,60,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,4,4711,600000,52,06,27.414712968,
5480059,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,900000,1,,3,,12,2,,,,,2,1,2,48,,.,48,,,2,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,9,4,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,95,41,1,4,4111,900000,52,06,27.414712968,
5480060,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,480,,2,,2,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1250000,1,2500000,1,1250000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,2,1,40,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,13,85,1,2,8530,2500000,52,06,11.600348339,8413
5480060,1,3,1,60,52,52,1,2,2,12,2,4,1,1,1,1,72,,2,,2,1600000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,800000,1,800000,1,800000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,7,7,,1,,1,2,1,7,1,1,,,,,,,,,1,2,1,0,24,1,,2,,,,,,,,1,12,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,13,85,1,1,8530,1600000,52,06,11.600348339,7810
5480216,1,4,1,60,52,52,1,2,2,6,1,,2,2,1,1,24,,2,,2,1200000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,600000,1,600000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,8,7,,1,,1,2,1,2,1,1,,,,,,,,,1,2,1,4,12,4,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,33,85,1,1,8511,1200000,52,06,12.544268166,
5480217,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,3,,1,,2,,,,1,,,,,,,,,1,2,2,1,6,360,4,,2,,,,,,,,11,3,3,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,4,4724,1000000,52,06,46.401393355,
5480218,1,1,1,60,52,52,1,2,2,12,2,4,1,1,1,1,18,,2,,2,908500,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,400000,1,400000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,1,,1,,1,2,1,18,1,1,,,,,,,,,1,1,1,0,72,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,84,1,1,8413,908500,52,06,11.600348339,7810
5480219,1,1,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1500000,1,,3,,11,1,1,1,0,0,2,1,1,48,,.,48,,,2,9,,1,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,95,41,1,5,4111,1500000,52,06,11.600348339,
5480219,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,368,,2,,2,1908000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,950000,1,950000,1,950000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,5,7,,1,,1,2,1,38,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,32,49,1,1,4921,1908000,52,06,11.600348339,
5480220,1,1,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1200000,1,,3,,12,2,,,,,3,1,1,60,,.,48,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,16,4,,2,,,,,,,,3,3,5,1,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,8,,98,49,1,4,4921,1200000,52,06,44.166692948,
5481081,1,2,1,60,52,52,1,2,2,3,2,4,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,,3,,8,2,,,,,1,1,1,40,,.,40,,,9,7,,1,,1,2,2,2,1,1,,,,,,,,,2,2,1,4,3,4,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,13,85,1,4,8530,1200000,52,06,30.262298134,8413
5481082,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,72,,5,,1,2209000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1100000,1,2200000,1,2200000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,24,1,1,,,,,,,,,1,2,1,0,36,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2209000,52,06,11.600348339,8413
5481083,1,1,1,60,52,52,1,2,1,,2,4,2,1,1,1,72,,5,,1,4100000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,2000000,1,4000000,1,4000000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,24,1,1,,1,,,,,,,2,2,1,0,240,2,,2,,,,,,,,8,15,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,2,,13,85,1,2,8530,4100000,52,06,21.47608221,8413
5481084,1,1,1,60,52,52,1,2,2,12,2,4,1,1,1,1,9,,1,,2,1200000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,2,,1,600000,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,0,1,1,,,,,,,,,1,1,1,4,6,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,58,84,1,1,8423,1200000,52,06,11.600348339,8010
5484803,1,1,1,60,52,52,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,12,2,,,,,3,10,2,48,,.,32,6,,1,4,,3,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,4,4921,600000,52,06,46.401393355,
5484803,1,2,1,60,52,52,1,2,1,,2,4,1,1,1,1,288,,2,,2,2209000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1100000,1,2209000,1,22090000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,9,7,,1,,1,1,1,24,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,15,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2209000,52,06,46.401393355,8413
5485369,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,12,2,,,,,3,1,2,52,,.,52,,,1,3,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,1,,2,,,,,,,,1,12,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,45,47,1,4,4724,1000000,52,06,46.401393355,
5485370,1,2,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,120000,1,,3,,11,2,,,,,3,6,2,48,,.,32,6,,1,7,,3,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4719,120000,52,06,21.47608221,
5485371,1,1,1,60,52,52,2,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,,3,,11,2,,,,,3,10,2,30,2,,30,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,91,17,1,4,1709,200000,52,06,26.110880482,
5486425,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,5,,2,,2,908000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,1,1800000,2,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,7,7,,1,,1,2,1,2,1,1,,,,,,,,,1,1,1,0,24,4,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,42,46,1,1,4661,908000,52,06,14.738588168,
5486425,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,4,,2,,2,1000000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,1,120000,2,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,2,1,1,,,,,,,,,1,1,1,4,6,4,,2,,,,,,,,1,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,46,1,1,4649,1000000,52,06,14.738588168,
5486425,1,4,1,60,52,52,1,2,1,,1,,1,1,1,1,5,,2,,2,1000000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,1,110000,2,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,0,1,1,,,,,,,,,1,1,1,0,24,4,,2,,,,,,,,1,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,45,46,1,1,4649,1000000,52,06,14.738588168,
5486426,1,1,1,60,52,52,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,800000,1,,3,,12,2,,,,,2,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,48,4,,2,,,,,,,,10,9,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,3,,61,01,1,4,0127,800000,52,06,11.600348339,
5486426,1,2,1,60,52,52,1,2,2,12,2,4,1,1,1,1,24,,2,,2,470000,2,,,2,,2,,2,,2,,2,,,1,52000,1,2,,,2,,,2,,,2,,,1,235000,1,235000,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,24,2,,24,,,9,1,,1,,1,2,1,2,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,54,84,1,1,8413,470000,52,06,11.600348339,7810
